voters,alts,dims,scheme,dist_to_mean,mean_opt,winners
500,2,1,Borda,0.40328481671961225,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
500,2,1,SRC,0.4701224537072739,0.3,[1. 0. 0. 1. 1. 1. 1. 1. 0. 1.]
500,2,1,Plurality,0.40328481671961225,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
500,2,2,IRV,0.5587663560936258,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
500,2,2,SRB,0.5587663560936258,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
500,2,2,Borda,0.5587663560936258,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
500,2,2,SRC,0.6000540330597248,0.6,[0. 1. 0. 0. 0. 1. 1. 0. 0. 1.]
500,2,2,Plurality,0.5587663560936258,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
500,2,3,IRV,0.3233516804694255,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
500,2,3,SRB,0.336616671868911,0.5,[1. 1. 0. 0. 0. 1. 0. 1. 0. 1.]
500,2,3,Borda,0.3233516804694255,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
500,2,3,SRC,0.33131067530911673,0.7,[1. 0. 1. 1. 1. 1. 1. 0. 0. 1.]
500,2,3,Plurality,0.3233516804694255,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
500,2,5,IRV,0.2941217380407769,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
500,2,5,SRB,0.29662044304147983,0.7,[0. 1. 0. 1. 0. 1. 0. 0. 0. 0.]
500,2,5,Borda,0.2941217380407769,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
500,2,5,SRC,0.2982862463752818,0.5,[0. 1. 1. 0. 0. 0. 1. 1. 1. 0.]
500,2,5,Plurality,0.2941217380407769,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
500,2,10,IRV,0.26478526827004767,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
500,2,10,SRB,0.26567053861298906,0.9,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]
500,2,10,Borda,0.26478526827004767,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
500,2,10,SRC,0.27275270135652036,0.1,[0. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
500,2,10,Plurality,0.26478526827004767,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
500,3,1,IRV,0.4027443092082515,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
500,3,1,SRB,0.4663879376359669,0.8,[2. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
500,3,1,Borda,0.4027443092082515,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
500,3,1,SRC,0.5634630976083815,0.4,[1. 0. 2. 0. 1. 0. 2. 0. 2. 2.]
500,3,1,Plurality,0.4027443092082515,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
500,3,2,IRV,0.4681997842734023,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
500,3,2,SRB,0.4681997842734023,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
500,3,2,Borda,0.4681997842734023,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
500,3,2,SRC,0.5903067063988502,0.2,[1. 2. 0. 2. 0. 1. 2. 2. 2. 2.]
500,3,2,Plurality,0.4681997842734023,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
500,3,3,IRV,0.3822075574617877,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
500,3,3,SRB,0.40009980046138216,0.8,[1. 1. 1. 1. 1. 2. 1. 1. 2. 1.]
500,3,3,Borda,0.3822075574617877,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
500,3,3,SRC,0.43144642783878007,0.4,[2. 1. 1. 2. 0. 1. 2. 2. 2. 1.]
500,3,3,Plurality,0.3822075574617877,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
500,3,5,IRV,0.31303431607257404,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
500,3,5,SRB,0.3424311618900576,0.5,[2. 1. 1. 2. 2. 1. 1. 1. 2. 2.]
500,3,5,Borda,0.3513894836053946,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
500,3,5,SRC,0.34038730947984297,0.5,[1. 1. 1. 2. 1. 2. 0. 2. 2. 1.]
500,3,5,Plurality,0.3718280077075412,0.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
500,3,10,IRV,0.20865021485854043,1.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
500,3,10,SRB,0.2222997087373891,0.5,[1. 2. 1. 2. 2. 1. 2. 1. 1. 2.]
500,3,10,Borda,0.20865021485854043,1.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
500,3,10,SRC,0.21890091108293191,0.6,[2. 0. 1. 2. 2. 2. 2. 1. 0. 2.]
500,3,10,Plurality,0.23594920261623784,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
500,4,1,IRV,0.40161857680483337,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
500,4,1,SRB,0.48791768787838813,0.6,[1. 2. 1. 2. 1. 2. 1. 0. 1. 1.]
500,4,1,Borda,0.40161857680483337,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
500,4,1,SRC,0.5047925919030376,0.5,[1. 1. 1. 1. 3. 2. 2. 3. 1. 2.]
500,4,1,Plurality,0.40161857680483337,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
500,4,2,IRV,0.31062653543433877,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
500,4,2,SRB,0.4513174094896361,0.5,[3. 0. 2. 0. 2. 0. 3. 2. 0. 0.]
500,4,2,Borda,0.31062653543433877,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
500,4,2,SRC,0.5169150089997684,0.2,[1. 0. 1. 1. 2. 3. 3. 2. 0. 2.]
500,4,2,Plurality,0.31062653543433877,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
500,4,3,IRV,0.429989015871367,0.0,[3. 3. 3. 3. 3. 3. 3. 3. 3. 3.]
500,4,3,SRB,0.4138933397187654,0.0,[3. 0. 3. 3. 3. 3. 2. 2. 3. 2.]
500,4,3,Borda,0.45476835730682136,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
500,4,3,SRC,0.3731958794735015,0.3,[1. 2. 0. 0. 1. 3. 1. 3. 2. 2.]
500,4,3,Plurality,0.429989015871367,0.0,[3. 3. 3. 3. 3. 3. 3. 3. 3. 3.]
500,4,5,IRV,0.30375871991824754,0.0,[3. 3. 3. 3. 3. 3. 3. 3. 3. 3.]
500,4,5,SRB,0.29971936329304794,0.0,[3. 3. 3. 3. 2. 2. 3. 3. 3. 3.]
500,4,5,Borda,0.30375871991824754,0.0,[3. 3. 3. 3. 3. 3. 3. 3. 3. 3.]
500,4,5,SRC,0.2762188588089862,0.5,[1. 1. 1. 3. 2. 1. 2. 0. 1. 3.]
500,4,5,Plurality,0.30375871991824754,0.0,[3. 3. 3. 3. 3. 3. 3. 3. 3. 3.]
500,4,10,IRV,0.2109361071095724,0.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
500,4,10,SRB,0.2109361071095724,0.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
500,4,10,Borda,0.2109361071095724,0.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
500,4,10,SRC,0.23060861574994532,0.2,[2. 1. 3. 2. 1. 2. 0. 0. 3. 0.]
500,4,10,Plurality,0.2109361071095724,0.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
500,5,1,IRV,0.8878381050943526,0.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
500,5,1,SRB,0.8108342825846808,0.0,[0. 2. 0. 2. 2. 2. 2. 2. 2. 2.]
500,5,1,Borda,0.8878381050943526,0.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
500,5,1,SRC,0.5862508301655038,0.2,[0. 0. 1. 0. 4. 4. 3. 2. 2. 1.]
500,5,1,Plurality,0.8878381050943526,0.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
500,5,2,IRV,0.33904681381136237,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
500,5,2,SRB,0.3884292073808148,0.5,[1. 1. 1. 1. 1. 3. 0. 2. 2. 0.]
500,5,2,Borda,0.33904681381136237,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
500,5,2,SRC,0.42907556824767956,0.1,[4. 0. 0. 2. 3. 0. 0. 0. 1. 4.]
500,5,2,Plurality,0.33904681381136237,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
500,5,3,IRV,0.3429231638503558,0.0,[4. 4. 4. 4. 4. 4. 4. 4. 4. 4.]
500,5,3,SRB,0.3703188254155418,0.0,[3. 4. 0. 3. 3. 0. 3. 3. 4. 3.]
500,5,3,Borda,0.3429231638503558,0.0,[4. 4. 4. 4. 4. 4. 4. 4. 4. 4.]
500,5,3,SRC,0.3583359315860189,0.3,[1. 2. 3. 1. 3. 1. 3. 3. 2. 4.]
500,5,3,Plurality,0.3429231638503558,0.0,[4. 4. 4. 4. 4. 4. 4. 4. 4. 4.]
500,5,5,IRV,0.3412695766809728,0.0,[4. 4. 4. 4. 4. 4. 4. 4. 4. 4.]
500,5,5,SRB,0.32736655261991493,0.4,[2. 3. 4. 4. 3. 2. 2. 2. 3. 3.]
500,5,5,Borda,0.3412695766809728,0.0,[4. 4. 4. 4. 4. 4. 4. 4. 4. 4.]
500,5,5,SRC,0.3484204471672231,0.1,[0. 4. 3. 2. 4. 4. 0. 2. 0. 1.]
500,5,5,Plurality,0.3412695766809728,0.0,[4. 4. 4. 4. 4. 4. 4. 4. 4. 4.]
500,5,10,IRV,0.24080567249447787,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
500,5,10,SRB,0.2446952447606876,0.4,[1. 1. 0. 2. 0. 3. 1. 0. 1. 0.]
500,5,10,Borda,0.24080567249447787,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
500,5,10,SRC,0.2584468248067958,0.1,[0. 2. 4. 1. 3. 3. 3. 3. 4. 2.]
500,5,10,Plurality,0.24080567249447787,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
500,10,1,IRV,0.5065864589602586,0.0,[5. 5. 5. 5. 5. 5. 5. 5. 5. 5.]
500,10,1,SRB,0.5064015630857802,0.0,[5. 5. 0. 5. 5. 5. 4. 5. 5. 5.]
500,10,1,Borda,0.5065864589602586,0.0,[5. 5. 5. 5. 5. 5. 5. 5. 5. 5.]
500,10,1,SRC,0.6175699095534058,0.1,[9. 0. 3. 1. 6. 6. 7. 6. 4. 7.]
500,10,1,Plurality,0.5065864589602586,0.0,[5. 5. 5. 5. 5. 5. 5. 5. 5. 5.]
500,10,2,IRV,0.575892149957925,0.0,[7. 7. 7. 7. 7. 7. 7. 7. 7. 7.]
500,10,2,SRB,0.4949818049607139,0.0,[7. 7. 7. 7. 6. 6. 6. 7. 6. 7.]
500,10,2,Borda,0.5969340099600322,0.0,[9. 9. 9. 9. 9. 9. 9. 9. 9. 9.]
500,10,2,SRC,0.4418495649653675,0.2,[0. 1. 5. 2. 6. 6. 6. 3. 2. 8.]
500,10,2,Plurality,0.575892149957925,0.0,[7. 7. 7. 7. 7. 7. 7. 7. 7. 7.]
500,10,3,IRV,0.44375935075013856,0.0,[5. 5. 5. 5. 5. 5. 5. 5. 5. 5.]
500,10,3,SRB,0.3863954610627105,0.1,[0. 4. 8. 6. 6. 4. 5. 7. 2. 6.]
500,10,3,Borda,0.4794486571636371,0.0,[4. 4. 4. 4. 4. 4. 4. 4. 4. 4.]
500,10,3,SRC,0.3590117009893665,0.2,[7. 6. 9. 4. 2. 8. 9. 0. 2. 1.]
500,10,3,Plurality,0.3237534703774952,0.0,[6. 6. 6. 6. 6. 6. 6. 6. 6. 6.]
500,10,5,IRV,0.38930318163314215,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
500,10,5,SRB,0.3553714437148609,0.0,[1. 1. 0. 1. 2. 3. 1. 3. 1. 2.]
500,10,5,Borda,0.38930318163314215,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
500,10,5,SRC,0.32972947929491925,0.0,[8. 2. 3. 2. 6. 7. 1. 2. 0. 0.]
500,10,5,Plurality,0.38930318163314215,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
500,10,10,IRV,0.24178930302669915,0.0,[9. 9. 9. 9. 9. 9. 9. 9. 9. 9.]
500,10,10,SRB,0.24260104391133655,0.0,[7. 3. 2. 6. 7. 9. 6. 7. 6. 2.]
500,10,10,Borda,0.24178930302669915,0.0,[9. 9. 9. 9. 9. 9. 9. 9. 9. 9.]
500,10,10,SRC,0.24291695738286828,0.0,[7. 2. 6. 7. 9. 6. 3. 8. 6. 5.]
500,10,10,Plurality,0.24178930302669915,0.0,[9. 9. 9. 9. 9. 9. 9. 9. 9. 9.]
1000,2,1,IRV,0.41496510747724197,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
1000,2,1,SRB,0.4604763516098037,0.7,[1. 0. 1. 1. 1. 1. 1. 0. 1. 0.]
1000,2,1,Borda,0.41496510747724197,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
1000,2,1,SRC,0.4301355221880959,0.9,[0. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
1000,2,1,Plurality,0.41496510747724197,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
1000,2,2,IRV,0.5853593479266379,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1000,2,2,SRB,0.600524273706062,0.8,[0. 0. 0. 1. 0. 0. 0. 1. 0. 0.]
1000,2,2,Borda,0.5853593479266379,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1000,2,2,SRC,0.623271662375198,0.5,[1. 0. 1. 0. 1. 1. 0. 0. 0. 1.]
1000,2,2,Plurality,0.5853593479266379,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1000,2,3,IRV,0.32117796634948526,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
1000,2,3,SRB,0.3281899709263296,0.9,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0.]
1000,2,3,Borda,0.32117796634948526,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
1000,2,3,SRC,0.356237989233707,0.5,[1. 0. 1. 1. 0. 0. 0. 1. 1. 0.]
1000,2,3,Plurality,0.32117796634948526,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
1000,2,5,IRV,0.3195986342604994,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
1000,2,5,SRB,0.3195986342604994,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
1000,2,5,Borda,0.3195986342604994,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
1000,2,5,SRC,0.3405657371205731,0.4,[0. 0. 1. 0. 1. 0. 1. 0. 1. 0.]
1000,2,5,Plurality,0.3195986342604994,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
1000,2,10,IRV,0.21375254862309684,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
1000,2,10,SRB,0.21839887828858742,0.7,[1. 1. 0. 1. 0. 0. 1. 1. 1. 1.]
1000,2,10,Borda,0.21375254862309684,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
1000,2,10,SRC,0.22304520795407795,0.4,[1. 1. 0. 1. 0. 1. 0. 0. 0. 0.]
1000,2,10,Plurality,0.21375254862309684,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
1000,3,1,IRV,0.523958609609177,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
1000,3,1,SRB,0.5158345939246631,0.0,[1. 1. 1. 1. 1. 1. 1. 0. 1. 1.]
1000,3,1,Borda,0.523958609609177,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
1000,3,1,SRC,0.4262487109524005,0.5,[0. 2. 2. 0. 1. 0. 2. 0. 2. 2.]
1000,3,1,Plurality,0.523958609609177,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
1000,3,2,IRV,0.33961134273045446,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1000,3,2,SRB,0.34974044064520077,0.7,[1. 0. 0. 0. 1. 0. 0. 1. 0. 0.]
1000,3,2,Borda,0.33961134273045446,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1000,3,2,SRC,0.40509257585039526,0.2,[1. 2. 0. 1. 1. 1. 1. 0. 2. 2.]
1000,3,2,Plurality,0.33961134273045446,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1000,3,3,IRV,0.5206069301742444,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
1000,3,3,SRB,0.4925866462464987,0.4,[1. 2. 1. 2. 1. 1. 1. 2. 2. 1.]
1000,3,3,Borda,0.5206069301742444,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
1000,3,3,SRC,0.4799604874733103,0.5,[2. 1. 1. 2. 1. 2. 2. 0. 0. 2.]
1000,3,3,Plurality,0.5206069301742444,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
1000,3,5,IRV,0.3498378603787581,0.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
1000,3,5,SRB,0.3475221602846384,0.1,[2. 2. 2. 2. 1. 2. 2. 2. 2. 2.]
1000,3,5,Borda,0.3498378603787581,0.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
1000,3,5,SRC,0.34920308738167705,0.3,[1. 2. 1. 2. 2. 0. 0. 2. 1. 0.]
1000,3,5,Plurality,0.3498378603787581,0.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
1000,3,10,IRV,0.19613600901388822,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
1000,3,10,SRB,0.22000159890105983,0.3,[1. 0. 1. 2. 2. 2. 2. 2. 1. 2.]
1000,3,10,Borda,0.22859439915429286,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1000,3,10,SRC,0.22286586565213748,0.2,[0. 0. 2. 2. 1. 0. 0. 1. 2. 2.]
1000,3,10,Plurality,0.2305022604691068,0.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
1000,4,1,IRV,0.43631106336647607,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1000,4,1,SRB,0.5412275518735605,0.8,[0. 0. 0. 0. 0. 0. 1. 0. 0. 3.]
1000,4,1,Borda,0.43631106336647607,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1000,4,1,SRC,0.7795102888798946,0.2,[2. 2. 2. 1. 3. 3. 0. 2. 0. 1.]
1000,4,1,Plurality,0.43631106336647607,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1000,4,2,IRV,0.3392695327725402,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
1000,4,2,SRB,0.47214276295415286,0.2,[0. 1. 3. 2. 0. 1. 3. 2. 3. 3.]
1000,4,2,Borda,0.46678389658727115,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1000,4,2,SRC,0.4444863933536605,0.3,[0. 2. 1. 1. 2. 1. 3. 0. 3. 2.]
1000,4,2,Plurality,0.5426234035471043,0.0,[3. 3. 3. 3. 3. 3. 3. 3. 3. 3.]
1000,4,3,IRV,0.4086089085661069,0.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
1000,4,3,SRB,0.40728139066604496,0.2,[2. 3. 3. 2. 2. 2. 2. 2. 2. 2.]
1000,4,3,Borda,0.4086089085661069,0.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
1000,4,3,SRC,0.4475871776260892,0.4,[3. 3. 3. 0. 2. 0. 1. 3. 0. 1.]
1000,4,3,Plurality,0.4086089085661069,0.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
1000,4,5,IRV,0.37322165724492334,0.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
1000,4,5,SRB,0.3538353103874308,0.1,[2. 2. 1. 3. 2. 2. 2. 2. 2. 2.]
1000,4,5,Borda,0.37322165724492334,0.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
1000,4,5,SRC,0.31842018920434867,0.2,[3. 1. 0. 2. 2. 0. 1. 0. 3. 0.]
1000,4,5,Plurality,0.37322165724492334,0.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
1000,4,10,IRV,0.22473202622651206,0.0,[3. 3. 3. 3. 3. 3. 3. 3. 3. 3.]
1000,4,10,SRB,0.2286878695613114,0.0,[3. 2. 3. 3. 2. 3. 2. 2. 3. 3.]
1000,4,10,Borda,0.22473202622651206,0.0,[3. 3. 3. 3. 3. 3. 3. 3. 3. 3.]
1000,4,10,SRC,0.22530786760128363,0.3,[0. 3. 1. 2. 1. 1. 3. 0. 3. 0.]
1000,4,10,Plurality,0.22473202622651206,0.0,[3. 3. 3. 3. 3. 3. 3. 3. 3. 3.]
1000,5,1,IRV,0.7949342357665355,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
1000,5,1,SRB,0.7156240509699361,0.1,[1. 0. 1. 1. 1. 1. 1. 1. 3. 1.]
1000,5,1,Borda,0.7949342357665355,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
1000,5,1,SRC,0.7708497221951949,0.1,[4. 2. 1. 1. 4. 3. 1. 4. 2. 1.]
1000,5,1,Plurality,0.7949342357665355,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
1000,5,2,IRV,0.561297429652213,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
1000,5,2,SRB,0.5366555358380488,0.1,[1. 1. 1. 3. 1. 1. 1. 1. 0. 0.]
1000,5,2,Borda,0.561297429652213,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
1000,5,2,SRC,0.5443143580403482,0.2,[0. 0. 2. 3. 3. 1. 1. 4. 0. 2.]
1000,5,2,Plurality,0.561297429652213,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
1000,5,3,IRV,0.415414413744524,0.0,[3. 3. 3. 3. 3. 3. 3. 3. 3. 3.]
1000,5,3,SRB,0.4580571057754385,0.1,[1. 2. 2. 3. 3. 1. 3. 4. 1. 1.]
1000,5,3,Borda,0.40951695897367524,1.0,[4. 4. 4. 4. 4. 4. 4. 4. 4. 4.]
1000,5,3,SRC,0.4585578756515341,0.0,[0. 1. 1. 1. 1. 3. 0. 3. 0. 0.]
1000,5,3,Plurality,0.415414413744524,0.0,[3. 3. 3. 3. 3. 3. 3. 3. 3. 3.]
1000,5,5,IRV,0.2786207120468686,1.0,[3. 3. 3. 3. 3. 3. 3. 3. 3. 3.]
1000,5,5,SRB,0.3200140684310179,0.5,[3. 3. 4. 4. 1. 3. 3. 3. 2. 2.]
1000,5,5,Borda,0.2786207120468686,1.0,[3. 3. 3. 3. 3. 3. 3. 3. 3. 3.]
1000,5,5,SRC,0.33520136482020446,0.1,[0. 0. 1. 1. 1. 0. 2. 4. 1. 3.]
1000,5,5,Plurality,0.2786207120468686,1.0,[3. 3. 3. 3. 3. 3. 3. 3. 3. 3.]
1000,5,10,IRV,0.22814516992238745,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
1000,5,10,SRB,0.24447877614945046,0.4,[1. 1. 4. 1. 2. 3. 2. 1. 2. 3.]
1000,5,10,Borda,0.22814516992238745,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
1000,5,10,SRC,0.2539750323916735,0.2,[4. 0. 1. 4. 3. 2. 2. 1. 0. 4.]
1000,5,10,Plurality,0.22814516992238745,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
1000,10,1,IRV,0.8084027151338822,0.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
1000,10,1,SRB,0.755916587267772,0.0,[7. 7. 2. 2. 2. 7. 2. 1. 2. 2.]
1000,10,1,Borda,0.4162410287475556,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
1000,10,1,SRC,0.5248867743485471,0.1,[5. 0. 3. 1. 9. 6. 0. 4. 7. 8.]
1000,10,1,Plurality,0.8084027151338822,0.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
1000,10,2,IRV,0.6465055104761671,0.0,[6. 6. 6. 6. 6. 6. 6. 6. 6. 6.]
1000,10,2,SRB,0.6408145726944356,0.0,[6. 6. 6. 2. 6. 6. 6. 6. 6. 6.]
1000,10,2,Borda,0.6465055104761671,0.0,[6. 6. 6. 6. 6. 6. 6. 6. 6. 6.]
1000,10,2,SRC,0.4424888431908885,0.0,[8. 8. 1. 3. 8. 2. 8. 3. 8. 6.]
1000,10,2,Plurality,0.6465055104761671,0.0,[6. 6. 6. 6. 6. 6. 6. 6. 6. 6.]
1000,10,3,IRV,0.4205463481170761,0.0,[3. 3. 3. 3. 3. 3. 3. 3. 3. 3.]
1000,10,3,SRB,0.42216708494355404,0.1,[0. 0. 7. 0. 7. 7. 1. 4. 7. 2.]
1000,10,3,Borda,0.36610260811494294,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1000,10,3,SRC,0.379833430972894,0.1,[0. 5. 9. 0. 7. 1. 2. 5. 1. 1.]
1000,10,3,Plurality,0.5310672982808401,0.0,[7. 7. 7. 7. 7. 7. 7. 7. 7. 7.]
1000,10,5,IRV,0.29324040593273726,0.0,[3. 3. 3. 3. 3. 3. 3. 3. 3. 3.]
1000,10,5,SRB,0.31332887966554573,0.1,[5. 4. 2. 1. 5. 4. 3. 6. 2. 5.]
1000,10,5,Borda,0.29324040593273726,0.0,[3. 3. 3. 3. 3. 3. 3. 3. 3. 3.]
1000,10,5,SRC,0.31094070379305366,0.1,[5. 5. 8. 9. 1. 2. 5. 8. 8. 2.]
1000,10,5,Plurality,0.29324040593273726,0.0,[3. 3. 3. 3. 3. 3. 3. 3. 3. 3.]
1000,10,10,IRV,0.24004446786165307,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
1000,10,10,SRB,0.23827384180384423,0.2,[2. 1. 1. 0. 5. 2. 3. 6. 7. 1.]
1000,10,10,Borda,0.24004446786165307,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
1000,10,10,SRC,0.23579478018523137,0.1,[0. 3. 5. 5. 2. 4. 9. 1. 9. 1.]
1000,10,10,Plurality,0.24004446786165307,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10000,2,1,IRV,0.5615946563100777,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10000,2,1,SRB,0.646970823778301,0.7,[1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
10000,2,1,Borda,0.5615946563100777,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
